date.opened,can.id,can.size,sample.wt.g,salmon.species,code.1,code.2,code.3,anis.no,box no.,"phototaken(1= yes, 0= no)",comments,cannery.location,year,comments2,company,lat,long,factory.code
7/10/2021,5.13,14.75,,red,0101R G0318,414-1-100489-0338,,4,13,0,,South Naknek,2010,,2,58.716578,156.998083,C25
2/3/2021,1.7,14.75,,chum,0111C G2110 ,14-03-011491-0141,,3,7,1,,South Naknek,1991,,2,58.716578,156.998083,C25
2/9/2021,2.7,14.75,,chum,0111C G2110 ,14-83-011... really can't read it.,,4,7,1,,South Naknek,1991,,2,58.716578,156.998083,C25
20-Jul,14.11,14.75,,red,0161R/30706,-,-,1,,,"had some green bits that I finally had the foresight to save in ethanol though they were hard, and another weird glass/crystal chunk like I've saved before",South Naknek,1997,,2,58.716578,156.998083,C25
21-Apr,7.15,7.5,,red,343TS A7BG2,14-V3-031102-1104,,11,15,1,,Valdez,2003,,6,61.131499,146.348426,C26
7/3/2021,10.11,14.75,,coho,345TM B8YMI,-,-,0,11,0,,Valdez,1995,,6,61.131499,146.348426,C26
7/3/2021,11.11,14.75,,coho,345TM CBPDI,-,-,0,11,0,,Valdez,1996,,6,61.131499,146.348426,C26
3/12/2021,13.14,14.75,,pink,348TP A6XN1,14-V3-030107-1748,,2,14,1,,Valdez,2008,,6,61.131499,146.348426,C26
7/13/2022,14.16,14.75,,coho,345TM/BBYM1,,,0,16,1,,Valdez,2015,,6,61.131499,146.348426,C26
7/18/2022,25.16,7.5,,coho,345TM/A97T2,14-2-081095-1744,,0,16,1,,Valdez,2015,,6,61.131499,146.348426,C26
4/27/2022,8.16,14.75,,chum,845TO/ C88Y1,14-3-032393-1536,,1,16,1,,Valdez,2005,,,61.131499,146.348426,
10/20/2020,2,small,40,,620DX4P1FK,USA:3028163,1.41E+11,0,Practice,,,,,,9,,,
11/5/2020,6,small,full,,3402RCR208,,042-82-N3-010820-1425,4,Practice,,,,,,6,,,
1/13/2021,9,14.75,?,,360KSA8NB3,,042-JFE-030619-1534,56,Practice,1,"I originally entered my data before the can was checked (52), but I forgot to update this and I don't think anyone else did. The spice Slack channel said there were 56.",,,,6,,,
12/3/2020,7,med,full,,2304R20715,,14-N3-04101A-0004,3,Practice,,,,,,,,,
1/8/2021,8,14.75,full,,2304R20715,,14-N3-04101A-0004,0,Practice,1,,,,,,,,
10/20/2020,3,small,20,,230AP4B711,,042-82-n3-042920-1751,0,Practice,,,,,,,,,
10/20/2020,1,small,35,,230AP4B713,,042-82-n3-042820-1321,0,Practice,,,,,,,,,
10/20/2020,4,small,20,,230AP6B713,,042-82-n3-041420-1923,0,Practice,,,,,,,,,
11/5/2020,5,small,full,,5401RER210,,042-82-N3-010920-1001,5,Practice,,,,,,,,,
